distance_km,traffic_level,weather,order_hour,delivery_time
7.629972980045049,low,clear,14,40.503167403048515
6.757533578704167,low,clear,14,36.60625983271505
14.019190243206058,low,rainy,5,65.0934848344769
5.809442560976118,low,clear,11,29.836230297280498
14.488779901186415,high,clear,1,70.10897792834328
13.743804797555299,low,rainy,19,68.73719655565347
9.827295991474427,medium,clear,8,48.25199976939119
9.117504823401045,low,clear,3,40.702182670712055
6.181249920979592,medium,clear,4,38.99622594027362
1.2567374461490983,low,clear,20,26.0060799839016
2.7867246073285457,medium,rainy,7,32.021543291812705
11.559238526893681,low,clear,21,54.37741991664617
7.601561772234313,high,clear,9,46.33969612676829
3.097733878631553,low,clear,6,23.50679962853028
4.695451957846194,low,clear,21,34.15476524261473
14.269716597857997,high,rainy,13,79.09990051006386
6.139859694343711,medium,clear,4,37.50559541538067
13.707547233068148,low,rainy,15,59.30618816258954
5.264901652110074,high,clear,14,47.94886217909321
8.605081321140252,low,clear,4,42.926632461187054
1.2866791670707705,low,clear,2,16.665749761671385
8.306251545230076,high,rainy,22,56.67341110258546
9.917188148548824,low,clear,9,45.75665693855483
4.280271390720491,high,clear,4,42.26499561080694
9.105120466874999,low,clear,22,39.32898177620713
10.060348808713798,medium,clear,14,54.84347695130949
10.616405097344591,medium,clear,17,52.415476936672825
11.869646508309444,high,rainy,7,68.40482674367064
5.358749401011831,medium,clear,20,36.12266406928131
8.948877390046295,low,clear,1,42.84881218875643
14.742106416704322,medium,clear,21,72.26499195229425
13.5740183893122,low,clear,7,55.95537867027561
14.337315993377132,medium,clear,22,60.94973587354287
6.405909579399999,high,clear,7,45.191474245471426
12.016993482553264,medium,clear,3,59.590806582970984
9.678571324644869,medium,clear,18,55.85563905565572
2.1582911628713752,low,clear,22,22.754926725382784
12.535725448198916,medium,clear,17,58.320001511665495
10.479417869003104,low,clear,20,50.11597938262737
3.7848430332137353,medium,clear,22,30.95338673832967
2.116339804012459,low,clear,0,21.193173940680346
12.71830982907663,medium,clear,19,64.25407811935878
2.1046256128768146,low,clear,14,29.33171462716425
2.278954115130113,medium,clear,17,29.073538618976595
6.983716030660414,low,clear,21,38.11237938038916
2.887169597872679,high,clear,11,36.10949873142014
13.79137436419807,low,clear,0,57.847649782930006
7.583975107685314,medium,rainy,6,49.98964598334521
8.968113729164001,low,clear,18,45.645873660717164
13.993485252693224,medium,clear,0,67.8086741896164
8.42368515893688,low,rainy,23,43.71688635214841
5.95027604340246,medium,clear,6,35.684451236875276
12.160171481421646,low,clear,1,51.94770460678809
7.19990276465295,medium,clear,6,45.833314403886554
5.458571958432276,low,clear,18,34.703326173888485
11.125212420477483,low,clear,12,52.84398053013847
12.222479472582602,medium,clear,23,58.82202576377919
12.084026346179801,low,clear,4,51.21635472876394
14.687441797801906,low,clear,22,58.39311768434512
12.013337284249477,high,clear,18,69.17127765652188
11.779068103281608,high,clear,0,62.88224029030401
13.004793552307083,medium,clear,0,61.075258228194826
1.0025927341361993,low,clear,17,20.590715980539326
6.074039756628789,low,clear,23,33.836125389897084
11.326443344481909,medium,clear,0,54.56279548420235
9.396066155543883,low,clear,4,43.61642043120391
3.486008036842647,high,clear,8,38.436285223826516
5.252263247239635,low,rainy,11,36.86713101746183
5.715096555149495,high,rainy,8,50.14407270080391
8.949593556412424,medium,clear,17,49.24203491089175
12.64237615017507,medium,clear,22,60.9593608112353
14.054884916887518,low,clear,10,54.149548861395715
11.501293779950947,high,clear,0,61.52392364333398
12.801305462475337,low,rainy,18,63.02652752053554
7.581343418321225,medium,clear,21,47.12208732199153
6.456854474712023,high,rainy,9,53.17559584360671
6.497919450019038,low,clear,1,35.83263509314205
9.624539396759399,medium,clear,6,48.649365303055504
2.739313877781326,medium,clear,19,29.39126096389837
9.112918559063656,low,clear,1,40.408664516038606
10.311860042572157,medium,clear,18,57.728579468116806
7.144722362887343,low,clear,5,30.953314244592168
14.344340474796343,low,clear,9,60.40787572775304
9.514985813314054,medium,clear,8,49.587417421231244
4.079992611312752,medium,clear,7,34.872329996998296
7.709027604069227,low,clear,10,37.72994443844576
10.455662119894116,high,rainy,8,60.24417551163655
5.530807744126706,high,clear,19,49.45314851539312
2.1149824880463246,medium,clear,19,33.89425371221566
9.16809888595239,medium,rainy,8,55.35374026888401
14.27018236067552,low,clear,7,56.48516411505049
7.791007797884433,medium,clear,14,48.54654554457859
13.68552712905853,medium,rainy,1,65.99090884961574
12.690330237203716,low,clear,23,51.4324577832324
3.063778970875767,medium,clear,0,31.102114054987002
10.91437890569799,low,clear,8,45.34807209456365
7.096517351007698,low,clear,8,34.50191919185987
4.503448553681117,medium,clear,12,36.302294394098574
10.617136979333843,medium,rainy,7,54.870915891403435
11.397250061189899,medium,clear,20,59.4845787672549
3.518548462287743,medium,clear,4,32.878651483827184
13.802225548786918,high,clear,2,68.03692313387022
